acc,accuracy,answerQ1,answerQ2,answerQ3,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,cond_disColor,cond_disColorRGB,cond_disFeature,cond_disPresent,cond_disProbability,cond_disShape,cond_primingDisColor,cond_primingDisShape,cond_primingTarColor,cond_primingTarShape,cond_tarColor,cond_tarColorRGB,cond_tarLocation,cond_tarLocationLong,cond_tarShape,coordinates,correct,correct_continuePress,count_Questions,count_blockAcc,count_blockFeed,count_blockLoop,count_blockRT,count_blockSeq,count_blockSumCorrect,count_blockSumRT,count_continuePress,count_example,count_expSettings,count_exp_mainLoop,count_experiment,count_instructions,count_instructions1,count_instructions2,count_log,count_main,count_prepCanvas,count_totalAcc,count_totalRT,count_totalSumCorrect,count_totalSumRT,count_trialResp,count_trialSeq,count_trialTask,datetime,description,disable_garbage_collection,dispBlank,dispBlockStart,dispFeedBlock,dispFix,dispInstructions,dispQuestions,dispSearch,dispStartScreen,distance2screen,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,gaborFreq,gaborSize,height,keyboard_backend,lineOriTar,live_row,live_row_blockLoop,live_row_exp_mainLoop,logfile,mouse_backend,noExpBlocks,noExpTrials,noPracTrials,opensesame_codename,opensesame_version,osf_always_upload_experiment,osf_id,physical_screensize,previousDisColor,previousDisShape,previousTarColor,previousTarShape,repeat_cycle,response,responseTime,response_continuePress,response_time,response_time_continuePress,rgb_gray,rgb_green,rgb_red,rgb_white,round_decimals,sampler_backend,set_blockType,set_counterPositions,set_respCorrect,set_respTimeoutExp,set_respTimeoutPrac,set_rotation,set_setSize,sizeImaginary,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimPositions,stimuli,subject_nr,subject_parity,tarIdx,time_Questions,time_blockFeed,time_blockLoop,time_blockSeq,time_continuePress,time_example,time_expSettings,time_exp_mainLoop,time_experiment,time_instructions,time_instructions1,time_instructions2,time_log,time_main,time_prepCanvas,time_trialResp,time_trialSeq,time_trialTask,timing_EEGwait,timing_fix,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",shape,present,highProb,rectangular,same,swap,swap,same,green,"(0, 123, 0)",lowProb,lowProb3,circular,uniform,1,undefined,0,0.739583333,2,2,1014.359375,2,142,194757,0,0,0,0,0,0,0,0,364,0,2,0.807291667,1308.643229,310,502519,363,363,363,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E851EF0>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,146,146,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,rectangular,green,circular,0,/,1102,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,2,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1365597,1883,979639,1364492,1363666,1363666,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",color,absent,lowProb4,rectangular,same,same,same,swap,green,"(0, 123, 0)",highProbColor,highProbColor,rectangular,uniform,1,undefined,0,0.744791667,2,2,1022.005208,2,143,196225,0,0,0,0,0,0,0,0,365,0,2,0.809895833,1312.466146,311,503987,364,364,364,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E851710>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,147,147,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,rectangular,green,rectangular,0,/,1468,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,7,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1368326,1883,979639,1366854,1366027,1366028,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",color,present,highProb,rectangular,same,same,swap,same,red,"(177, 0, 0)",lowProb,lowProb4,rectangular,uniform,1,undefined,0,0.75,2,2,1028.776042,2,144,197525,0,0,0,0,0,0,0,0,366,0,2,0.8125,1315.851563,312,505287,365,365,365,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E84C9D0>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,148,148,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,rectangular,red,rectangular,0,/,1300,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,4,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1370878,1883,979639,1369574,1368748,1368748,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",color,present,lowProb5,rectangular,swap,same,swap,same,green,"(0, 123, 0)",lowProb,lowProb2,rectangular,uniform,0,undefined,0,0.75,2,2,1031.979167,2,144,198140,0,0,0,0,0,0,0,0,367,0,2,0.8125,1317.453125,312,505902,366,366,366,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E85CD30>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,149,149,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,rectangular,green,rectangular,0,\,615,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,1,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1372750,1883,979639,1372131,1371305,1371305,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",color,present,lowProb3,rectangular,swap,same,swap,same,red,"(177, 0, 0)",lowProb,lowProb4,rectangular,uniform,1,undefined,0,0.755208333,2,2,1038.833333,2,145,199456,0,0,0,0,0,0,0,0,368,0,2,0.815104167,1320.880208,313,507218,367,367,367,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E84E0D0>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,150,150,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,rectangular,red,rectangular,0,/,1316,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,4,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1375317,1883,979639,1373998,1373172,1373172,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",color,absent,lowProb3,rectangular,same,same,swap,same,green,"(0, 123, 0)",lowProb,lowProb3,rectangular,uniform,1,undefined,0,0.760416667,2,2,1044.234375,2,146,200493,0,0,0,0,0,0,0,0,369,0,2,0.817708333,1323.580729,314,508255,368,368,368,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E84C330>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,151,151,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,rectangular,green,rectangular,0,/,1037,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,2,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1377605,1883,979639,1376565,1375739,1375739,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",color,present,highProb,circular,same,swap,swap,swap,red,"(177, 0, 0)",lowProb,lowProb2,circular,uniform,1,undefined,0,0.765625,2,2,1047.520833,2,147,201124,0,0,0,0,0,0,0,0,370,0,2,0.8203125,1325.223958,315,508886,369,369,369,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E85CD50>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,152,152,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,circular,red,circular,0,\,631,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,1,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1379493,1883,979639,1378859,1378032,1378032,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",color,present,highProb,rectangular,swap,swap,swap,swap,green,"(0, 123, 0)",lowProb,lowProb3,rectangular,uniform,1,undefined,0,0.770833333,2,2,1052.026042,2,148,201989,0,0,0,0,0,0,0,0,371,0,2,0.822916667,1327.476563,316,509751,370,370,370,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0461AC50>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,153,153,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,rectangular,green,rectangular,0,/,865,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,2,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1381605,1883,979639,1380738,1379912,1379912,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",shape,present,lowProb5,circular,same,swap,swap,same,red,"(177, 0, 0)",lowProb,lowProb2,rectangular,uniform,1,undefined,0,0.776041667,2,2,1055.348958,2,149,202627,0,0,0,0,0,0,0,0,372,0,2,0.825520833,1329.138021,317,510389,371,371,371,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E84CBB0>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,154,154,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,circular,red,rectangular,0,/,638,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,1,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1383501,1883,979639,1382860,1382034,1382034,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",shape,present,highProbOther,rectangular,same,swap,same,swap,red,"(177, 0, 0)",lowProb,lowProb3,circular,uniform,1,undefined,0,0.78125,2,2,1059.963542,2,150,203513,0,0,0,0,0,0,0,0,373,0,2,0.828125,1331.445313,318,511275,372,372,372,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E85C450>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,155,155,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,rectangular,red,circular,0,\,886,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,2,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1385646,1883,979639,1384756,1383930,1383930,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",color,present,lowProb4,rectangular,swap,same,same,swap,red,"(177, 0, 0)",lowProb,lowProb3,rectangular,uniform,1,undefined,0,0.786458333,2,2,1063.473958,2,151,204187,0,0,0,0,0,0,0,0,374,0,2,0.830729167,1333.200521,319,511949,373,373,373,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E844230>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,156,156,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,rectangular,red,rectangular,0,\,674,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,2,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1387574,1883,979639,1386896,1386070,1386070,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",shape,present,highProb,rectangular,same,same,swap,swap,green,"(0, 123, 0)",lowProb,lowProb4,circular,uniform,1,undefined,0,0.791666667,2,2,1069.640625,2,152,205371,0,0,0,0,0,0,0,0,375,0,2,0.833333333,1336.283854,320,513133,374,374,374,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E85C530>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,157,157,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,rectangular,green,circular,0,/,1184,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,4,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1390021,1883,979639,1388834,1388008,1388008,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",color,present,lowProb1,rectangular,same,same,swap,swap,red,"(177, 0, 0)",highProbColor,highProbColor,rectangular,uniform,1,undefined,0,0.796875,2,2,1080.932292,2,153,207539,0,0,0,0,0,0,0,0,376,0,2,0.8359375,1341.929688,321,515301,375,375,375,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0418BDF0>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,158,158,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,rectangular,red,rectangular,0,\,2168,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,7,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1393445,1883,979639,1391274,1390448,1390448,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",color,present,lowProb1,rectangular,same,same,same,same,red,"(177, 0, 0)",highProbShape,highProbShape,rectangular,uniform,1,undefined,0,0.802083333,2,2,1088.546875,2,154,209001,0,0,0,0,0,0,0,0,377,0,2,0.838541667,1345.736979,322,516763,376,376,376,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E83D6D0>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,159,159,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,rectangular,red,rectangular,0,/,1462,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,3,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1396165,1883,979639,1394700,1393874,1393874,NA,817,study_X,0,7547,1,yes,1680
undefined,undefined,NA,NA,NA,7547,7547,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",shape,absent,lowProb5,circular,swap,swap,same,swap,red,"(177, 0, 0)",lowProb,lowProb6,circular,uniform,0,undefined,0,0.802083333,2,2,1101.567708,2,154,211501,0,0,0,0,0,0,0,0,378,0,2,0.838541667,1352.247396,322,519263,377,377,377,11/21/2018 14:09,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042948F0>,<openexp._canvas.legacy.legacy object at 0x042D2290>,<openexp._canvas.legacy.legacy object at 0x0460BAD0>,<openexp._canvas.legacy.legacy object at 0x042948D0>,<openexp._canvas.legacy.legacy object at 0x042D1050>,<openexp._canvas.legacy.legacy object at 0x042771D0>,<openexp._canvas.legacy.legacy object at 0x0E84C7F0>,<openexp._canvas.legacy.legacy object at 0x04619050>,75,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,160,160,2,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-8.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,circular,red,circular,0,None,2500,space,7547,7547,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[7, 0, 1, 2, 3, 4, 5, 6]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],32,even,6,NA,963322,979639,979639,141403,140393,1884,159185,159185,1884,1884,148950,1399942,1883,979639,1397439,1396613,1396613,NA,817,study_X,0,7547,1,yes,1680
