acc,accuracy,answerQ1,answerQ2,answerQ3,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,cond_disColor,cond_disColorRGB,cond_disFeature,cond_disPresent,cond_disProbability,cond_disShape,cond_primingDisColor,cond_primingDisShape,cond_primingTarColor,cond_primingTarShape,cond_tarColor,cond_tarColorRGB,cond_tarLocation,cond_tarLocationLong,cond_tarShape,coordinates,correct,correct_continuePress,count_Questions,count_blockAcc,count_blockFeed,count_blockLoop,count_blockRT,count_blockSeq,count_blockSumCorrect,count_blockSumRT,count_continuePress,count_example,count_expSettings,count_exp_mainLoop,count_experiment,count_instructions,count_instructions1,count_instructions2,count_log,count_main,count_prepCanvas,count_totalAcc,count_totalRT,count_totalSumCorrect,count_totalSumRT,count_trialResp,count_trialSeq,count_trialTask,datetime,description,disable_garbage_collection,dispBlank,dispBlockStart,dispFeedBlock,dispFix,dispInstructions,dispQuestions,dispSearch,dispStartScreen,distance2screen,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,gaborFreq,gaborSize,height,keyboard_backend,lineOriTar,live_row,live_row_blockLoop,live_row_exp_mainLoop,logfile,mouse_backend,noExpBlocks,noExpTrials,noPracTrials,opensesame_codename,opensesame_version,osf_always_upload_experiment,osf_id,physical_screensize,previousDisColor,previousDisShape,previousTarColor,previousTarShape,repeat_cycle,response,responseTime,response_continuePress,response_time,response_time_continuePress,rgb_gray,rgb_green,rgb_red,rgb_white,round_decimals,sampler_backend,set_blockType,set_counterPositions,set_respCorrect,set_respTimeoutExp,set_respTimeoutPrac,set_rotation,set_setSize,sizeImaginary,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimPositions,stimuli,subject_nr,subject_parity,tarIdx,time_Questions,time_blockFeed,time_blockLoop,time_blockSeq,time_continuePress,time_example,time_expSettings,time_exp_mainLoop,time_experiment,time_instructions,time_instructions1,time_instructions2,time_log,time_main,time_prepCanvas,time_trialResp,time_trialSeq,time_trialTask,timing_EEGwait,timing_fix,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",shape,present,highProb,rectangular,same,swap,swap,same,red,"(177, 0, 0)",lowProb,lowProb5,circular,uniform,1,undefined,0,0.453125,3,3,495.6145833,3,87,95158,0,0,0,0,0,0,0,0,499,0,3,0.786458333,943.5208333,453,543468,498,498,498,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x0E876DB0>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,89,89,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,rectangular,red,circular,0,\,892,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,0,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1603031,2545,1386319,1602137,1601280,1601280,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",color,present,highProb,circular,same,swap,swap,same,green,"(0, 123, 0)",lowProb,lowProb2,circular,uniform,1,undefined,0,0.458333333,3,3,504.8802083,3,88,96937,0,0,0,0,0,0,0,0,500,0,3,0.788194444,946.609375,454,545247,499,499,499,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x1183AD50>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,90,90,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,circular,green,circular,0,/,1779,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,4,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1606119,2545,1386319,1604337,1603480,1603480,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",shape,absent,lowProb5,circular,swap,same,same,same,green,"(0, 123, 0)",lowProb,lowProb5,circular,uniform,1,undefined,0,0.463541667,3,3,509.7708333,3,89,97876,0,0,0,0,0,0,0,0,501,0,3,0.789930556,948.2395833,455,546186,500,500,500,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x042A0410>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,91,91,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,circular,green,circular,0,/,939,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,0,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1608359,2545,1386319,1607417,1606560,1606560,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",shape,present,lowProb6,rectangular,same,swap,same,same,green,"(0, 123, 0)",lowProb,lowProb5,circular,uniform,1,undefined,0,0.46875,3,3,512.4375,3,90,98388,0,0,0,0,0,0,0,0,502,0,3,0.791666667,949.1284722,456,546698,501,501,501,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x11833ED0>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,92,92,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,rectangular,green,circular,0,/,512,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,0,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1610159,2545,1386319,1609644,1608786,1608787,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",color,present,lowProb3,rectangular,same,same,swap,swap,red,"(177, 0, 0)",lowProb,lowProb5,rectangular,uniform,1,undefined,0,0.473958333,3,3,517.4583333,3,91,99352,0,0,0,0,0,0,0,0,503,0,3,0.793402778,950.8020833,457,547662,502,502,502,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x11814DB0>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,93,93,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,rectangular,red,rectangular,0,/,964,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,0,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1612407,2545,1386319,1611440,1610582,1610583,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",shape,present,lowProb3,rectangular,swap,same,same,swap,red,"(177, 0, 0)",lowProb,lowProb2,circular,uniform,1,undefined,0,0.479166667,3,3,525.53125,3,92,100902,0,0,0,0,0,0,0,0,504,0,3,0.795138889,953.4930556,458,549212,503,503,503,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x11814B30>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,94,94,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,rectangular,red,circular,0,\,1550,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,4,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1615246,2545,1386319,1613694,1612837,1612837,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",shape,present,highProb,circular,same,swap,same,swap,red,"(177, 0, 0)",lowProb,lowProb6,rectangular,uniform,1,undefined,0,0.484375,3,3,534.6927083,3,93,102661,0,0,0,0,0,0,0,0,505,0,3,0.796875,956.546875,459,550971,504,504,504,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x1180E310>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,95,95,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,circular,red,rectangular,0,\,1759,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,1,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1618294,2545,1386319,1616532,1615675,1615675,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,green,"(0, 123, 0)",shape,present,highProb,circular,swap,same,swap,same,green,"(0, 123, 0)",lowProb,lowProb4,rectangular,uniform,1,undefined,0,0.489583333,3,3,543.0729167,3,94,104270,0,0,0,0,0,0,0,0,506,0,3,0.798611111,959.3402778,460,552580,505,505,505,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x11814210>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,96,96,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,green,circular,green,rectangular,0,/,1609,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,7,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1621183,2545,1386319,1619571,1618714,1618714,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",shape,present,lowProb2,circular,swap,same,swap,same,red,"(177, 0, 0)",lowProb,lowProb5,rectangular,uniform,1,undefined,0,0.494791667,3,3,546.5,3,95,104928,0,0,0,0,0,0,0,0,507,0,3,0.800347222,960.4826389,461,553238,506,506,506,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x0E86FB90>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,97,97,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,circular,red,rectangular,0,\,658,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,0,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1623135,2545,1386319,1622474,1621616,1621617,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",shape,present,lowProb3,rectangular,same,swap,same,swap,red,"(177, 0, 0)",lowProb,lowProb2,circular,uniform,1,undefined,0,0.5,3,3,557.4375,3,96,107028,0,0,0,0,0,0,0,0,508,0,3,0.802083333,964.1284722,462,555338,507,507,507,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x11828DB0>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,315,98,98,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,rectangular,red,circular,0,/,2100,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",/,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,4,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1626511,2545,1386319,1624407,1623549,1623550,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",color,present,highProb,rectangular,same,same,swap,swap,green,"(0, 123, 0)",lowProb,lowProb1,rectangular,uniform,1,undefined,0,0.505208333,3,3,568.7760417,3,97,109205,0,0,0,0,0,0,0,0,509,0,3,0.803819444,967.9079861,463,557515,508,508,508,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x11828190>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,99,99,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,rectangular,green,rectangular,0,\,2177,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,3,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1629975,2545,1386319,1627794,1626937,1626937,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",color,present,lowProb5,circular,same,swap,same,swap,green,"(0, 123, 0)",lowProb,lowProb1,circular,uniform,1,undefined,0,0.510416667,3,3,572.1510417,3,98,109853,0,0,0,0,0,0,0,0,510,0,3,0.805555556,969.0329861,464,558163,509,509,509,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x11833990>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,100,100,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,circular,green,circular,0,\,648,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,3,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1631902,2545,1386319,1631251,1630394,1630394,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",shape,present,highProbOther,circular,same,same,swap,swap,red,"(177, 0, 0)",lowProb,lowProb6,rectangular,uniform,1,undefined,0,0.515625,3,3,576.25,3,99,110640,0,0,0,0,0,0,0,0,511,0,3,0.807291667,970.3993056,465,558950,510,510,510,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x1183A770>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,101,101,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,circular,red,rectangular,0,\,787,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,1,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1633966,2545,1386319,1633176,1632319,1632319,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",shape,present,highProb,circular,same,same,same,same,red,"(177, 0, 0)",lowProb,lowProb1,rectangular,uniform,1,undefined,0,0.520833333,3,3,580.9947917,3,100,111551,0,0,0,0,0,0,0,0,512,0,3,0.809027778,971.9809028,466,559861,511,511,511,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x118149B0>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,102,102,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,circular,red,rectangular,0,\,911,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,3,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1636198,2545,1386319,1635285,1634428,1634428,NA,848,study_X,0,7586,1,yes,1680
undefined,undefined,NA,NA,NA,7586,7586,black,no,legacy,legacy,legacy,0,red,"(177, 0, 0)",shape,present,highProb,circular,same,same,same,same,red,"(177, 0, 0)",lowProb,lowProb6,rectangular,uniform,1,undefined,0,0.526041667,3,3,586.9947917,3,101,112703,0,0,0,0,0,0,0,0,513,0,3,0.810763889,973.9809028,467,561013,512,512,512,11/22/2018 13:30,Default description,yes,<openexp._canvas.legacy.legacy object at 0x042DE4F0>,<openexp._canvas.legacy.legacy object at 0x04283B50>,<openexp._canvas.legacy.legacy object at 0x04807210>,<openexp._canvas.legacy.legacy object at 0x042939D0>,<openexp._canvas.legacy.legacy object at 0x042D1070>,<openexp._canvas.legacy.legacy object at 0x042761F0>,<openexp._canvas.legacy.legacy object at 0x11833FF0>,<openexp._canvas.legacy.legacy object at 0x11818ED0>,75,SpatProbMultiple3.osexp,C:/Userdata/Michel/SpatProbMultiple3,no,mono,no,18,no,white,no,yes,0.09,98,1050,legacy,45,103,103,3,C:/Userdata/Michel/SpatProbMultiple3/beh/subject-3.csv,legacy,12,192,25,Jazzy James,3.1.9,yes,598477b2b83f69022949e7e9,47,red,circular,red,rectangular,0,\,1152,space,7586,7586,"(80, 80, 80)","(0, 123, 0)","(177, 0, 0)","(155, 155, 155)",2,legacy,experiment,"[2, 3, 4, 5, 6, 7, 0, 1]",\,2500,3000,0,8,252.7587515,1024,2,48000,-16,main,"[(0, -252), (178, -178), (252, 0), (178, 178), (0, 252), (-178, 178), (-252, 0), (-178, -178)]",[],27,odd,1,NA,1378093,1386319,1386319,170478,169469,2549,192172,192172,2549,2549,178065,1638631,2545,1386319,1637477,1636620,1636620,NA,848,study_X,0,7586,1,yes,1680
